,语料ID,产品名称,内容,年份,sn_ner,hb_ner
126,景区评论-1127,维纳斯皇家温泉（广东阳西店）,想找酒店公众号，各位有的可以推荐下,2018,set(),set()
127,景区评论-1128,阳西青洲岛,风景美，不好的就是我们去的那天是下雨天，我们还潜水水底只有海胆，其它什么都无,2018,set(),set()
128,景区评论-1129,海东度假村,挺好的，带小孩玩。最好多点优惠,2018,set(),set()
129,景区评论-1130,谢鲁山庄风景名胜区,庄内亭台楼阁，回廊曲径，依山构筑。所有房屋建筑均为砖墙瓦顶，保持着浓郁的乡风民俗。,2018,set(),set()
130,景区评论-1131,沙扒湾,周末自驾游选择了沙扒湾，真的是很赞啊！这里的民风都很好，吃了几顿海鲜，都不贵，性价比很高，住民宿也很便宜，下午一定要去那个观景台看日落，夕阳很迷人，在这随便拍几张有东南亚的feel。晚上在海边烧烤，不过记得要提前联系海鲜店帮你准备材料，如果你自己带材料过去也可以。晚上悦居豪华的小陈还带着我们一群人去海边放孔明灯，期间还会看到有人在放烟花，真的太美了。约上三五知己，过个休闲的周末还是挺不错的好地方,2018,"{'沙扒湾', '东南亚'}",{'东南亚'}
131,景区评论-1132,古郡水城,你不会在外面带点零食进去呀，几十元也能玩很多东西，真心不错了，茂名地区第一间吧，很刺激,2018,set(),set()
132,景区评论-1133,阳西青洲岛,"风景优美是原生态开发还差一点,",2018,set(),set()
133,景区评论-1134,石根山,先从茂名市坐大巴车到信宜市，然后到城北车站坐到朱砂镇的客车（6—10元车票钱），到了朱砂镇坐10元三轮摩托车或摩托车到石根山景区。,2018,"{'石根山景区', '城北车站'}","{'石根山景区', '城北车站'}"
134,景区评论-1135,天马山生态旅游区,这里四季如春，夏无酷暑，冬无严寒，景区是由一条长8公里由西往东流的峡谷和两边秀美的风景组成。,2018,set(),set()
135,景区评论-1136,露天矿生态公园,茂名马尔代夫，真的很美啦。,2018,set(),set()
136,景区评论-1137,露天矿生态公园,"茂名露天矿生态公园原为茂名露天矿采矿场，位于茂名市区西北角,距离市区红旗北路直线距离约800米，规划面积约10.07平方公里，北排森林公园规划面积约6.93平方公里，选址分别位于茂名石化公司废弃的露天矿采矿场和北排土场，项目总投资约11.52亿元。其建设将有利于修复优化原露天矿采矿区的生态环境，深度挖掘弘扬茂名石油文化的历史与内涵。",2018,"{'北排森林公园', '茂名露天矿采矿场', '西北角', '红旗北路', '茂名石化公司', '露天矿采矿场', '茂名露天矿生态公园', '北排土场'}","{'北排森林公园', '红旗北路', '茂名石化公司', '茂名露天矿生态公园', '北排土场'}"
137,景区评论-1138,塘山岭生态公园,环境优美，空气清新宜人，干净卫生,2018,set(),set()
138,景区评论-1139,霞山天主教堂,建筑非常宏伟，零食和小吃也特别多。,2018,set(),set()
139,景区评论-1140,古郡水城,有几个项目不开，就不爽了。期待下次！,2018,set(),set()
140,景区评论-1141,遂溪孔子文化城,孔子文化城 位于湛江市遂溪县城西南方向，总面积约18000亩，文化城由“孔、古、石、南门区、东门区等十个区域组成，集旅游观光、文化教育、休闲度假、体验生态、虔诚朝拜于一体，体现恢宏、大气、生态等特色。 进入城内，一条“朝圣”大道的牌坊屹立大地，“道冠古今”可以体现出古人十分尊敬孔子，拜师学艺不问艰辛都要求学的决心。孔子 是中国古代著名思想家、教育家，他开创了私人讲学的风气，倡导仁、义、礼、智、信，是儒家学派创始人，其儒家思想对中国和世界都有深远的影响，孔子被列为“世界十大文化名人”之首。 孔子文化城的打造意在重现儒家文化这一经典人文景观，城内一切建筑物，包括候车亭、码头亭、大小桥梁等均为仿古建筑。,2018,"{'文化城', '孔子文化城'}","{'孔子文化城', '孔子'}"
141,景区评论-1142,乐天温泉度假村,环境好，特别是自助餐厅比较好吃，休息间一应具全，连开房的钱都不用。月底以前再来。,2018,set(),set()
142,景区评论-1143,维纳斯皇家温泉（广东阳西店）,酒店的空中温泉环境视觉舒服，都是小池温泉，楼顶温泉种满很多竹树植物，房间整洁干净，酒店餐厅出品很不错，酒店员工也很有礼貌。,2018,set(),set()
143,景区评论-1144,闸坡,很好。非常不错。岛内很多东西玩,2018,set(),set()
144,景区评论-1145,月亮湾滨海度假区,去沙扒比较值得去的一个海滩，沙细水比沙扒湾的要清，沙滩干净，唯一就是除了男女洗澡的地方找也找不到淡水洗手或者洗脚,2018,"{'沙扒', '扒湾'}",{'沙扒湾'}
145,景区评论-1146,仙湖山庄,景色迷人，天然的大氧吧，仙气缭绕于山水之间，非常漂亮,2018,set(),set()
146,景区评论-1147,古郡水城,第一吐槽的是路牌都没搞好，唯水城外面省道只有唯一的一个，打高德地图导航居然导去南塘村委里面去。第二个吐槽的是水城里面随处见到随地吐痰就连儿童游乐池里面都有。撇开以上二点里面还是很好玩的，大喇叭够刺激，人工造浪非常好玩，儿童池设施多,2018,"{'南塘村委', '高德', '水城'}",set()
147,景区评论-1148,崆峒岩风景区,其实地方很小，也木有什么好看的，一个小时就看完了，,2018,set(),set()
148,景区评论-1149,沙扒湾奇乐摩天轮,還可以，不用買門票，都是玩哪樣就買哪樣。設施有點殘舊，小孩子很開心。我們玩了卡丁車，海盜船，摩天輪等等。價格10-30元一個人，小孩過了1米要買票。,2018,set(),set()
149,景区评论-1150,廉江植物园,根本未开发，荒地一片，树个牌子,2018,set(),set()
150,景区评论-1151,保利银滩浴场,今年6月中旬时去过，当时以为有沙雕展才进去，结果沙雕展还没开始，目测是一个很美丽的海滩，这是一个新楼盘，所以沙滩也整理得很干净，很开阔，人不多，布置得也比较风情漂亮，应该设施也比较完善了，因为离中心区域比较远，感觉住在这里会很孤独，不过有车也还好吧，下次会试试在这边游泳,2018,set(),set()
151,景区评论-1152,月亮湾碧海蓝天度假邨,停车费15，携程订票比现场买的便宜，只是不清楚时候包含冲澡，早上去的人不多，租伞什么的大概要60，有点贵了。,2018,{'携程'},set()
152,景区评论-1153,沙扒湾,初到月亮湾，景色绝美，绝不逊色于海陵岛。 清州岛浴场，好于海陵岛，月亮湾，沙扒湾浴场，可能是开发程度低的缘故，浴场基本看不到垃圾，玩的很开心。,2018,"{'沙扒湾浴场', '清州岛浴场', '海陵岛', '月亮湾'}","{'沙扒湾', '清州岛', '海陵岛', '月亮湾'}"
153,景区评论-1154,天马山生态旅游区,山不是好高！不会太晒太阳！还可以！,2018,set(),set()
154,景区评论-1155,海东度假村,如果冲浪，每一个小时都有一次就更好了。,2018,set(),set()
155,景区评论-1156,乐天温泉度假村,仿东南亚风情的建筑颇有特色，但可能知名度不够高，即便是冬季，前来的人也很少，很多池没开，浪费了这么好的设施。,2018,{'东南亚'},{'东南亚'}
156,景区评论-1157,东海岛,这里是湛江新八景之一。湛江的东海岛东出太平洋，南下东南亚，西倚大西南，是中国大西南金三角经济区的进出口咽喉。据说有一条28公里长的海滩，可与意大利的黄金海滩媲美。我们试着走了一下，太长了，没走完。东海岛的人龙舞有东方一绝之称，看了一下，的确名不虚传。,2018,"{'东海岛', '大西南', '东南亚', '黄金海滩', '大西南金三角经济区', '太平洋'}","{'东海岛', '金三角', '西南', '东南亚', '太平洋'}"
157,景区评论-1158,中国第一滩旅游度假区,吃过海鲜餐，跟朋友说起海滩看看。这里号称第一滩，果真不错，面朝南海，远处一望无际，海蓝蓝的。近处，一大排遮阳伞，好多游人在海边沙滩上尽情玩耍。浪打过来时，那感觉嗨翻了。,2018,{'南海'},{'南海'}
158,景区评论-1159,金沙湾海滨浴场,不用花钱的海边，沙滩算是干净了没啥垃圾，但是沙子和海水就很一般了。涨潮时还可以，退潮了，海水都有股臭味呢。但是对于没啥要求，只喜欢玩沙子的孩子来说还是不错的选择喔,2018,set(),set()
159,景区评论-1160,古郡水城,设备太少了，夜场票假太高了，风景一般,2018,set(),set()
160,景区评论-1161,渔港公园,沙滩上吹海风，一望寥廓，树影婆娑尽显南国风情,2018,set(),set()
161,景区评论-1162,月亮湾滨海度假区,月头刚好去过月亮湾，沙滩玩水在广东的海滩算干净了，毕竟要收费40元一个人，还是有点小贵。周边住宿离得有点远，夏天带小孩走过去真心累，都是坐三轮车过去。以前去过厦门，下川岛，三亚，都是出门一两分钟到海滩的。带小孩还是选离海滩近的吧!反正不会再去月亮湾了。食住都不方便,2018,"{'下川岛', '月亮湾'}","{'下川岛', '月亮湾'}"
162,景区评论-1163,霞山观海长廊,没有找到海滨长廊那个石头，去了海滨公园。根据导航至海滨长廊，会有很多当地人，热情的邀请你去坐小快艇，很小的机动传，他会告诉你带你看军舰，带你看码头，价格80至250的叫价。不过就是在海湾中跑了一圈，感觉不划算，也不可能靠近军舰。海滨公园的景色特别好，整个公园步行可以游览2个小时左右。,2018,"{'海滨公园', '海滨长廊'}","{'海滨公园', '海滨长廊'}"
163,景区评论-1164,月亮湾滨海度假区,值得一游，冲浪好玩，沙滩干净，沙子细腻。,2018,set(),set()
164,景区评论-1165,高州仙人洞景区,高州本地人，去之前并不抱什么希望，不过出乎意料！挺好玩的！有意思！在现场买的票，门票50+天门滑道玻璃吊桥70，在网上买实惠点！去的时候下雨别有一番风味！还有山顶那个女老板的番薯糖特别棒，才5元一碗！就是路上遇到塌方，去游玩的朋友们要注意这点，山区要注意塌方和泥石流！,2018,{'天门滑道玻璃吊桥'},set()
165,景区评论-1166,闸坡,闸坡一定要去一下农贸市场，市场里面有很多海鲜给你挑选。,2018,{'闸坡'},set()
166,景区评论-1167,西江温泉度假村,西江温泉度假村是集温泉理疗、旅业饮食、娱乐健身、旅游购物于一体的综合性旅游度假区。西江温泉自地下502.3米喷涌而出，水温高达82摄氏度，晶莹剔透，故有吐玉之美誉。泉水具有防病治病神效，温泉水质品味居广东第一，而且温泉水中蕴含的矿物质和微量元素达56钟之多，是泡温泉的好地方。,2018,"{'西江温泉度', '西江温泉'}","{'西江温泉度假村', '西江'}"
167,景区评论-1168,古郡水城,项目很多，也很刺激，有各种各样的滑梯，非常好玩，最刺激的当然是大喇叭和极速滑道，我儿子去了还想去。工作人员服务非常好，我女儿的手机在造浪池掉了，通过工作人员在广播不停呼叫，有个游客帅哥捡到了交到广播站，非常感谢游客的拾金不昧和工作人员的热情细心服务，有空我们还会再去的。,2018,set(),set()
168,景区评论-1169,大树岛,垃圾多，服务差，收费费，个人认为下次不会再来，晚上服务员会骂人！,2018,set(),set()
169,景区评论-1170,金鹿园,这个应该是个大产业，感觉过时了一样，对不起这个名字，老板啊，你的重点应该不是在你的金鹿园里了，市场销售去了,2018,set(),set()
170,景区评论-1171,仙湖山庄,是免费的，很美，来过两次，不同季节有不同的感觉,2018,set(),set()
171,景区评论-1172,中国第一滩旅游度假区,从小就常到这里玩，由于工作原因，久违的海滩今天又来了，因为是培训，到吃晚饭才有空到沙滩上走走。吃完饭，天黑了，只能在海边走，很舒服，心情也放松了许多。值得来玩。,2018,set(),set()
